# seed = 1 mean = 50 standard_deviation = 300 number_of_pages = 300
Capacity of LSU = 90
------------------------------------------------------------
Page Faults = 280
Page Hits = 20
------------------------------------------------------------
[537] <-- Page - 537 | Page Fault Here
[320, -151, 272, -141, 680, 86, 235, 140, -55, -292, -54, -12, 225, 301, 329, 135, 315, -176, 425, 203, -39, 196, 27, 389, 505, 705, -368, -383, -101, 98, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290] <-- Page - 290 | Page Fault Here
[320, -151, 272, -141, 680, 86, 235, 140, -55, -292, -54, -12, 225, 301, 329, 135, 315, -176, 425, 203, -39, 196, 27, 389, 505, 705, -368, -383, -101, 98, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290] <-- Page - 63
[320, -151, 272, -141, 86, 235, 140, -55, -292, -54, -12, 225, 301, 329, 135, 315, -176, 425, 203, -39, 196, 27, 389, 505, 705, -368, -383, -101, 98, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5] <-- Page - -5 | Page Fault Here
[320, -151, 272, -141, 86, 140, -55, -292, -54, -12, 225, 301, 329, 135, 315, -176, 425, 203, -39, 196, 27, 389, 505, 705, -368, -383, -101, 98, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19] <-- Page - 19 | Page Fault Here
[320, -151, 272, -141, 86, -55, -292, -54, -12, 225, 301, 329, 135, 315, -176, 425, 203, -39, 196, 27, 389, 505, 705, -368, -383, -101, 98, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310] <-- Page - 310 | Page Fault Here
[320, -151, 272, -141, 86, -292, -54, -12, 225, 301, 329, 135, 315, -176, 425, 203, -39, 196, 27, 389, 505, 705, -368, -383, -101, 98, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275] <-- Page - 275 | Page Fault Here
[320, -151, 272, -141, 86, -54, -12, 225, 301, 329, 135, 315, -176, 425, 203, -39, 196, 27, 389, 505, 705, -368, -383, -101, 98, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208] <-- Page - 208 | Page Fault Here
[320, -151, 272, -141, 86, -12, 225, 301, 329, 135, 315, -176, 425, 203, -39, 196, 27, 389, 505, 705, -368, -383, -101, 98, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91] <-- Page - 91 | Page Fault Here
[320, -151, 272, -141, 86, -12, 225, 301, 329, 135, 315, -176, 425, 203, -39, 196, 27, 389, 505, 705, -368, -383, -101, 98, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91] <-- Page - 73
[320, -151, 272, -141, 86, 225, 301, 329, 135, 315, -176, 425, 203, -39, 196, 27, 389, 505, 705, -368, -383, -101, 98, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235] <-- Page - 235 | Page Fault Here
[320, -151, 272, -141, 86, 225, 301, 329, 135, 315, -176, 425, 203, -39, 196, 27, 389, 505, 705, -368, -383, -101, 98, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235] <-- Page - 119
[320, -151, 272, -141, 86, 301, 329, 135, 315, -176, 425, 203, -39, 196, 27, 389, 505, 705, -368, -383, -101, 98, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254] <-- Page - 254 | Page Fault Here
[320, -151, 272, -141, 86, 329, 135, 315, -176, 425, 203, -39, 196, 27, 389, 505, 705, -368, -383, -101, 98, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43] <-- Page - -43 | Page Fault Here
[320, -151, 272, -141, 86, 135, 315, -176, 425, 203, -39, 196, 27, 389, 505, 705, -368, -383, -101, 98, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680] <-- Page - -680 | Page Fault Here
[320, -151, 272, -141, 86, 315, -176, 425, 203, -39, 196, 27, 389, 505, 705, -368, -383, -101, 98, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361] <-- Page - 361 | Page Fault Here
[320, -151, 272, -141, 86, -176, 425, 203, -39, 196, 27, 389, 505, 705, -368, -383, -101, 98, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706] <-- Page - 706 | Page Fault Here
[320, -151, 272, -141, 86, 425, 203, -39, 196, 27, 389, 505, 705, -368, -383, -101, 98, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182] <-- Page - 182 | Page Fault Here
[320, -151, 272, -141, 86, 425, 203, -39, 196, 27, 389, 505, 705, -368, -383, -101, 98, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182] <-- Page - 19
[320, -151, 272, -141, 86, 203, -39, 196, 27, 389, 505, 705, -368, -383, -101, 98, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9] <-- Page - 9 | Page Fault Here
[320, -151, 272, -141, 86, -39, 196, 27, 389, 505, 705, -368, -383, -101, 98, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14] <-- Page - 14 | Page Fault Here
[320, -151, 272, -141, 86, 196, 27, 389, 505, 705, -368, -383, -101, 98, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55] <-- Page - 55 | Page Fault Here
[320, -151, 272, -141, 86, 27, 389, 505, 705, -368, -383, -101, 98, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286] <-- Page - -286 | Page Fault Here
[320, -151, 272, -141, 86, 389, 505, 705, -368, -383, -101, 98, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105] <-- Page - -105 | Page Fault Here
[320, -151, 272, -141, 86, 505, 705, -368, -383, -101, 98, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249] <-- Page - -249 | Page Fault Here
[320, -151, 272, -141, 86, 705, -368, -383, -101, 98, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124] <-- Page - 124 | Page Fault Here
[320, -151, 272, -141, 86, -368, -383, -101, 98, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38] <-- Page - -38 | Page Fault Here
[320, -151, 272, -141, 86, -383, -101, 98, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198] <-- Page - 198 | Page Fault Here
[320, -151, 272, -141, 86, -101, 98, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2] <-- Page - -2 | Page Fault Here
[320, -151, 272, -141, 86, 98, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345] <-- Page - 345 | Page Fault Here
[320, -151, 272, -141, 86, 312, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114] <-- Page - 114 | Page Fault Here
[320, -151, 272, -141, 86, 144, -556, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707] <-- Page - 707 | Page Fault Here
[320, -151, 272, -141, 86, 144, -41, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518] <-- Page - -518 | Page Fault Here
[320, -151, 272, -141, 86, 144, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144] <-- Page - -144 | Page Fault Here
[320, -151, 272, -141, 86, 144, 298, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144] <-- Page - 320
[320, -151, 272, -141, 86, 144, 119, 278, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808] <-- Page - 808 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24] <-- Page - -24 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, -16, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24] <-- Page - 63
[320, -151, 272, -141, 86, 144, 119, -10, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17] <-- Page - -17 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 173, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449] <-- Page - 449 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36] <-- Page - -36 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 109, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36] <-- Page - 254
[320, -151, 272, -141, 86, 144, 119, 105, 85, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45] <-- Page - -45 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331] <-- Page - -331 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 163, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331] <-- Page - 144
[320, -151, 272, -141, 86, 144, 119, 105, 388, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200] <-- Page - 200 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 409, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437] <-- Page - 437 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, -62, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16] <-- Page - 16 | Page Fault Here
[320, -151, 272, -141, 86, 144, 119, 105, 177, 73, -53, 63, -136, 259, -84, 417, 171, 228, -278, 100, -236, -29, 59, -361, 303, -207, 155, -343, 38, -434, 386, 172, 42, -182, 432, 640, -507, 420, 538, 151, -309, 309, -4, -131, -319, 215, 287, -137, 206, -293, 290, -5, 19, 310, 275, 208, 91, 235, 254, -43, -680, 361, 706, 182, 9, 14, 55, -286, -105, -249, 124, -38, 198, -2, 345, 114, 707, -518, -144, 808, -24, -17, 449, -36, -45, -331, 200, 437, 16, -135] <-- Page - -135 | Page Fault Here
