# seed=(1, 2) mean=(5, 20) standard_deviation=(1, 15) number_of_processes=1000
------------------------------------------------------------
Average waiting time : 2247.196
Average turn around time : 2251.731
------------------------------------------------------------
Process 0 | Waiting Time 0 | Burst Time 5 | Arrival Time 0 | Turn Around Time 5
Process 597 | Waiting Time 2689 | Burst Time 3 | Arrival Time 22 | Turn Around Time 2692
Process 598 | Waiting Time 2692 | Burst Time 4 | Arrival Time 22 | Turn Around Time 2696
Process 599 | Waiting Time 2696 | Burst Time 3 | Arrival Time 22 | Turn Around Time 2699
Process 600 | Waiting Time 2699 | Burst Time 5 | Arrival Time 22 | Turn Around Time 2704
Process 601 | Waiting Time 2704 | Burst Time 5 | Arrival Time 22 | Turn Around Time 2709
Process 602 | Waiting Time 2709 | Burst Time 4 | Arrival Time 22 | Turn Around Time 2713
Process 603 | Waiting Time 2712 | Burst Time 5 | Arrival Time 23 | Turn Around Time 2717
Process 604 | Waiting Time 2717 | Burst Time 5 | Arrival Time 23 | Turn Around Time 2722
Process 605 | Waiting Time 2722 | Burst Time 4 | Arrival Time 23 | Turn Around Time 2726
Process 606 | Waiting Time 2726 | Burst Time 5 | Arrival Time 23 | Turn Around Time 2731
Process 607 | Waiting Time 2731 | Burst Time 5 | Arrival Time 23 | Turn Around Time 2736
Process 608 | Waiting Time 2736 | Burst Time 5 | Arrival Time 23 | Turn Around Time 2741
Process 609 | Waiting Time 2741 | Burst Time 2 | Arrival Time 23 | Turn Around Time 2743
Process 610 | Waiting Time 2743 | Burst Time 3 | Arrival Time 23 | Turn Around Time 2746
Process 611 | Waiting Time 2746 | Burst Time 4 | Arrival Time 23 | Turn Around Time 2750
Process 612 | Waiting Time 2750 | Burst Time 5 | Arrival Time 23 | Turn Around Time 2755
Process 613 | Waiting Time 2755 | Burst Time 4 | Arrival Time 23 | Turn Around Time 2759
Process 614 | Waiting Time 2759 | Burst Time 4 | Arrival Time 23 | Turn Around Time 2763
Process 615 | Waiting Time 2763 | Burst Time 4 | Arrival Time 23 | Turn Around Time 2767
Process 616 | Waiting Time 2767 | Burst Time 4 | Arrival Time 23 | Turn Around Time 2771
Process 617 | Waiting Time 2771 | Burst Time 6 | Arrival Time 23 | Turn Around Time 2777
Process 618 | Waiting Time 2777 | Burst Time 5 | Arrival Time 23 | Turn Around Time 2782
Process 619 | Waiting Time 2781 | Burst Time 4 | Arrival Time 24 | Turn Around Time 2785
Process 620 | Waiting Time 2785 | Burst Time 5 | Arrival Time 24 | Turn Around Time 2790
Process 621 | Waiting Time 2790 | Burst Time 3 | Arrival Time 24 | Turn Around Time 2793
Process 622 | Waiting Time 2793 | Burst Time 4 | Arrival Time 24 | Turn Around Time 2797
Process 623 | Waiting Time 2797 | Burst Time 5 | Arrival Time 24 | Turn Around Time 2802
Process 624 | Waiting Time 2802 | Burst Time 4 | Arrival Time 24 | Turn Around Time 2806
Process 625 | Waiting Time 2806 | Burst Time 4 | Arrival Time 24 | Turn Around Time 2810
Process 626 | Waiting Time 2810 | Burst Time 5 | Arrival Time 24 | Turn Around Time 2815
Process 627 | Waiting Time 2815 | Burst Time 4 | Arrival Time 24 | Turn Around Time 2819
Process 628 | Waiting Time 2819 | Burst Time 4 | Arrival Time 24 | Turn Around Time 2823
Process 629 | Waiting Time 2823 | Burst Time 4 | Arrival Time 24 | Turn Around Time 2827
Process 630 | Waiting Time 2827 | Burst Time 4 | Arrival Time 24 | Turn Around Time 2831
Process 631 | Waiting Time 2831 | Burst Time 3 | Arrival Time 24 | Turn Around Time 2834
Process 632 | Waiting Time 2834 | Burst Time 6 | Arrival Time 24 | Turn Around Time 2840
Process 633 | Waiting Time 2840 | Burst Time 4 | Arrival Time 24 | Turn Around Time 2844
Process 634 | Waiting Time 2844 | Burst Time 4 | Arrival Time 24 | Turn Around Time 2848
Process 635 | Waiting Time 2848 | Burst Time 5 | Arrival Time 24 | Turn Around Time 2853
Process 636 | Waiting Time 2853 | Burst Time 5 | Arrival Time 24 | Turn Around Time 2858
Process 637 | Waiting Time 2858 | Burst Time 2 | Arrival Time 24 | Turn Around Time 2860
Process 638 | Waiting Time 2860 | Burst Time 4 | Arrival Time 24 | Turn Around Time 2864
Process 639 | Waiting Time 2864 | Burst Time 4 | Arrival Time 24 | Turn Around Time 2868
Process 640 | Waiting Time 2868 | Burst Time 4 | Arrival Time 24 | Turn Around Time 2872
Process 641 | Waiting Time 2872 | Burst Time 4 | Arrival Time 24 | Turn Around Time 2876
Process 642 | Waiting Time 2876 | Burst Time 4 | Arrival Time 24 | Turn Around Time 2880
Process 643 | Waiting Time 2880 | Burst Time 4 | Arrival Time 24 | Turn Around Time 2884
Process 644 | Waiting Time 2883 | Burst Time 4 | Arrival Time 25 | Turn Around Time 2887
Process 645 | Waiting Time 2887 | Burst Time 6 | Arrival Time 25 | Turn Around Time 2893
Process 646 | Waiting Time 2893 | Burst Time 6 | Arrival Time 25 | Turn Around Time 2899
Process 647 | Waiting Time 2899 | Burst Time 4 | Arrival Time 25 | Turn Around Time 2903
Process 648 | Waiting Time 2903 | Burst Time 6 | Arrival Time 25 | Turn Around Time 2909
Process 649 | Waiting Time 2909 | Burst Time 7 | Arrival Time 25 | Turn Around Time 2916
Process 650 | Waiting Time 2916 | Burst Time 6 | Arrival Time 25 | Turn Around Time 2922
Process 651 | Waiting Time 2922 | Burst Time 5 | Arrival Time 25 | Turn Around Time 2927
Process 652 | Waiting Time 2927 | Burst Time 4 | Arrival Time 25 | Turn Around Time 2931
Process 653 | Waiting Time 2931 | Burst Time 5 | Arrival Time 25 | Turn Around Time 2936
Process 654 | Waiting Time 2936 | Burst Time 4 | Arrival Time 25 | Turn Around Time 2940
Process 655 | Waiting Time 2940 | Burst Time 7 | Arrival Time 25 | Turn Around Time 2947
Process 656 | Waiting Time 2947 | Burst Time 5 | Arrival Time 25 | Turn Around Time 2952
Process 657 | Waiting Time 2952 | Burst Time 5 | Arrival Time 25 | Turn Around Time 2957
Process 658 | Waiting Time 2957 | Burst Time 6 | Arrival Time 25 | Turn Around Time 2963
Process 659 | Waiting Time 2963 | Burst Time 4 | Arrival Time 25 | Turn Around Time 2967
Process 660 | Waiting Time 2967 | Burst Time 5 | Arrival Time 25 | Turn Around Time 2972
Process 661 | Waiting Time 2972 | Burst Time 5 | Arrival Time 25 | Turn Around Time 2977
Process 662 | Waiting Time 2977 | Burst Time 5 | Arrival Time 25 | Turn Around Time 2982
Process 663 | Waiting Time 2982 | Burst Time 4 | Arrival Time 25 | Turn Around Time 2986
Process 664 | Waiting Time 2986 | Burst Time 3 | Arrival Time 25 | Turn Around Time 2989
Process 665 | Waiting Time 2989 | Burst Time 5 | Arrival Time 25 | Turn Around Time 2994
Process 666 | Waiting Time 2994 | Burst Time 4 | Arrival Time 25 | Turn Around Time 2998
Process 667 | Waiting Time 2998 | Burst Time 7 | Arrival Time 25 | Turn Around Time 3005
Process 668 | Waiting Time 3005 | Burst Time 5 | Arrival Time 25 | Turn Around Time 3010
Process 669 | Waiting Time 3010 | Burst Time 5 | Arrival Time 25 | Turn Around Time 3015
Process 670 | Waiting Time 3015 | Burst Time 4 | Arrival Time 25 | Turn Around Time 3019
Process 671 | Waiting Time 3019 | Burst Time 4 | Arrival Time 25 | Turn Around Time 3023
Process 672 | Waiting Time 3023 | Burst Time 5 | Arrival Time 25 | Turn Around Time 3028
Process 673 | Waiting Time 3028 | Burst Time 5 | Arrival Time 25 | Turn Around Time 3033
Process 674 | Waiting Time 3033 | Burst Time 2 | Arrival Time 25 | Turn Around Time 3035
Process 675 | Waiting Time 3035 | Burst Time 6 | Arrival Time 25 | Turn Around Time 3041
Process 676 | Waiting Time 3040 | Burst Time 4 | Arrival Time 26 | Turn Around Time 3044
Process 677 | Waiting Time 3044 | Burst Time 5 | Arrival Time 26 | Turn Around Time 3049
Process 678 | Waiting Time 3049 | Burst Time 4 | Arrival Time 26 | Turn Around Time 3053
Process 679 | Waiting Time 3053 | Burst Time 4 | Arrival Time 26 | Turn Around Time 3057
Process 680 | Waiting Time 3057 | Burst Time 6 | Arrival Time 26 | Turn Around Time 3063
Process 681 | Waiting Time 3063 | Burst Time 4 | Arrival Time 26 | Turn Around Time 3067
Process 682 | Waiting Time 3067 | Burst Time 4 | Arrival Time 26 | Turn Around Time 3071
Process 683 | Waiting Time 3071 | Burst Time 5 | Arrival Time 26 | Turn Around Time 3076
Process 684 | Waiting Time 3076 | Burst Time 5 | Arrival Time 26 | Turn Around Time 3081
Process 685 | Waiting Time 3081 | Burst Time 4 | Arrival Time 26 | Turn Around Time 3085
Process 686 | Waiting Time 3085 | Burst Time 4 | Arrival Time 26 | Turn Around Time 3089
Process 687 | Waiting Time 3089 | Burst Time 5 | Arrival Time 26 | Turn Around Time 3094
Process 688 | Waiting Time 3094 | Burst Time 4 | Arrival Time 26 | Turn Around Time 3098
Process 689 | Waiting Time 3098 | Burst Time 5 | Arrival Time 26 | Turn Around Time 3103
Process 690 | Waiting Time 3103 | Burst Time 5 | Arrival Time 26 | Turn Around Time 3108
Process 691 | Waiting Time 3108 | Burst Time 5 | Arrival Time 26 | Turn Around Time 3113
Process 692 | Waiting Time 3113 | Burst Time 8 | Arrival Time 26 | Turn Around Time 3121
Process 693 | Waiting Time 3121 | Burst Time 3 | Arrival Time 26 | Turn Around Time 3124
Process 694 | Waiting Time 3124 | Burst Time 4 | Arrival Time 26 | Turn Around Time 3128
Process 695 | Waiting Time 3128 | Burst Time 3 | Arrival Time 26 | Turn Around Time 3131
Process 696 | Waiting Time 3131 | Burst Time 4 | Arrival Time 26 | Turn Around Time 3135
Process 697 | Waiting Time 3135 | Burst Time 5 | Arrival Time 26 | Turn Around Time 3140
Process 698 | Waiting Time 3140 | Burst Time 4 | Arrival Time 26 | Turn Around Time 3144
Process 699 | Waiting Time 3144 | Burst Time 5 | Arrival Time 26 | Turn Around Time 3149
Process 700 | Waiting Time 3149 | Burst Time 5 | Arrival Time 26 | Turn Around Time 3154
Process 701 | Waiting Time 3154 | Burst Time 4 | Arrival Time 26 | Turn Around Time 3158
Process 702 | Waiting Time 3157 | Burst Time 6 | Arrival Time 27 | Turn Around Time 3163
Process 703 | Waiting Time 3163 | Burst Time 3 | Arrival Time 27 | Turn Around Time 3166
Process 704 | Waiting Time 3166 | Burst Time 5 | Arrival Time 27 | Turn Around Time 3171
Process 705 | Waiting Time 3171 | Burst Time 7 | Arrival Time 27 | Turn Around Time 3178
Process 706 | Waiting Time 3178 | Burst Time 5 | Arrival Time 27 | Turn Around Time 3183
Process 707 | Waiting Time 3183 | Burst Time 5 | Arrival Time 27 | Turn Around Time 3188
Process 708 | Waiting Time 3188 | Burst Time 6 | Arrival Time 27 | Turn Around Time 3194
Process 709 | Waiting Time 3194 | Burst Time 6 | Arrival Time 27 | Turn Around Time 3200
Process 710 | Waiting Time 3200 | Burst Time 4 | Arrival Time 27 | Turn Around Time 3204
Process 711 | Waiting Time 3204 | Burst Time 4 | Arrival Time 27 | Turn Around Time 3208
Process 712 | Waiting Time 3208 | Burst Time 6 | Arrival Time 27 | Turn Around Time 3214
Process 713 | Waiting Time 3214 | Burst Time 4 | Arrival Time 27 | Turn Around Time 3218
Process 714 | Waiting Time 3218 | Burst Time 3 | Arrival Time 27 | Turn Around Time 3221
Process 715 | Waiting Time 3221 | Burst Time 6 | Arrival Time 27 | Turn Around Time 3227
Process 716 | Waiting Time 3227 | Burst Time 7 | Arrival Time 27 | Turn Around Time 3234
Process 717 | Waiting Time 3234 | Burst Time 3 | Arrival Time 27 | Turn Around Time 3237
Process 718 | Waiting Time 3237 | Burst Time 4 | Arrival Time 27 | Turn Around Time 3241
Process 719 | Waiting Time 3241 | Burst Time 3 | Arrival Time 27 | Turn Around Time 3244
Process 720 | Waiting Time 3244 | Burst Time 6 | Arrival Time 27 | Turn Around Time 3250
Process 721 | Waiting Time 3250 | Burst Time 5 | Arrival Time 27 | Turn Around Time 3255
Process 722 | Waiting Time 3255 | Burst Time 4 | Arrival Time 27 | Turn Around Time 3259
Process 723 | Waiting Time 3259 | Burst Time 5 | Arrival Time 27 | Turn Around Time 3264
Process 724 | Waiting Time 3263 | Burst Time 6 | Arrival Time 28 | Turn Around Time 3269
Process 725 | Waiting Time 3269 | Burst Time 6 | Arrival Time 28 | Turn Around Time 3275
Process 726 | Waiting Time 3275 | Burst Time 5 | Arrival Time 28 | Turn Around Time 3280
Process 727 | Waiting Time 3280 | Burst Time 5 | Arrival Time 28 | Turn Around Time 3285
Process 728 | Waiting Time 3285 | Burst Time 5 | Arrival Time 28 | Turn Around Time 3290
Process 729 | Waiting Time 3290 | Burst Time 5 | Arrival Time 28 | Turn Around Time 3295
Process 730 | Waiting Time 3295 | Burst Time 6 | Arrival Time 28 | Turn Around Time 3301
Process 731 | Waiting Time 3301 | Burst Time 5 | Arrival Time 28 | Turn Around Time 3306
Process 732 | Waiting Time 3306 | Burst Time 4 | Arrival Time 28 | Turn Around Time 3310
Process 733 | Waiting Time 3310 | Burst Time 3 | Arrival Time 28 | Turn Around Time 3313
Process 734 | Waiting Time 3313 | Burst Time 5 | Arrival Time 28 | Turn Around Time 3318
Process 735 | Waiting Time 3318 | Burst Time 5 | Arrival Time 28 | Turn Around Time 3323
Process 736 | Waiting Time 3323 | Burst Time 2 | Arrival Time 28 | Turn Around Time 3325
Process 737 | Waiting Time 3325 | Burst Time 3 | Arrival Time 28 | Turn Around Time 3328
Process 738 | Waiting Time 3328 | Burst Time 5 | Arrival Time 28 | Turn Around Time 3333
Process 739 | Waiting Time 3333 | Burst Time 5 | Arrival Time 28 | Turn Around Time 3338
Process 740 | Waiting Time 3338 | Burst Time 5 | Arrival Time 28 | Turn Around Time 3343
Process 741 | Waiting Time 3343 | Burst Time 3 | Arrival Time 28 | Turn Around Time 3346
Process 742 | Waiting Time 3346 | Burst Time 6 | Arrival Time 28 | Turn Around Time 3352
Process 743 | Waiting Time 3352 | Burst Time 5 | Arrival Time 28 | Turn Around Time 3357
Process 744 | Waiting Time 3357 | Burst Time 5 | Arrival Time 28 | Turn Around Time 3362
Process 745 | Waiting Time 3362 | Burst Time 5 | Arrival Time 28 | Turn Around Time 3367
Process 746 | Waiting Time 3367 | Burst Time 4 | Arrival Time 28 | Turn Around Time 3371
Process 747 | Waiting Time 3371 | Burst Time 4 | Arrival Time 28 | Turn Around Time 3375
Process 748 | Waiting Time 3375 | Burst Time 7 | Arrival Time 28 | Turn Around Time 3382
Process 749 | Waiting Time 3382 | Burst Time 4 | Arrival Time 28 | Turn Around Time 3386
Process 750 | Waiting Time 3386 | Burst Time 6 | Arrival Time 28 | Turn Around Time 3392
Process 751 | Waiting Time 3392 | Burst Time 6 | Arrival Time 28 | Turn Around Time 3398
Process 752 | Waiting Time 3398 | Burst Time 6 | Arrival Time 28 | Turn Around Time 3404
Process 753 | Waiting Time 3404 | Burst Time 2 | Arrival Time 28 | Turn Around Time 3406
Process 754 | Waiting Time 3405 | Burst Time 5 | Arrival Time 29 | Turn Around Time 3410
Process 755 | Waiting Time 3410 | Burst Time 4 | Arrival Time 29 | Turn Around Time 3414
Process 756 | Waiting Time 3414 | Burst Time 5 | Arrival Time 29 | Turn Around Time 3419
Process 757 | Waiting Time 3419 | Burst Time 4 | Arrival Time 29 | Turn Around Time 3423
Process 758 | Waiting Time 3423 | Burst Time 4 | Arrival Time 29 | Turn Around Time 3427
Process 759 | Waiting Time 3427 | Burst Time 3 | Arrival Time 29 | Turn Around Time 3430
Process 760 | Waiting Time 3430 | Burst Time 3 | Arrival Time 29 | Turn Around Time 3433
Process 761 | Waiting Time 3433 | Burst Time 4 | Arrival Time 29 | Turn Around Time 3437
Process 762 | Waiting Time 3437 | Burst Time 4 | Arrival Time 29 | Turn Around Time 3441
Process 763 | Waiting Time 3441 | Burst Time 6 | Arrival Time 29 | Turn Around Time 3447
Process 764 | Waiting Time 3447 | Burst Time 3 | Arrival Time 29 | Turn Around Time 3450
Process 765 | Waiting Time 3450 | Burst Time 5 | Arrival Time 29 | Turn Around Time 3455
Process 766 | Waiting Time 3455 | Burst Time 5 | Arrival Time 29 | Turn Around Time 3460
Process 767 | Waiting Time 3460 | Burst Time 5 | Arrival Time 29 | Turn Around Time 3465
Process 768 | Waiting Time 3464 | Burst Time 5 | Arrival Time 30 | Turn Around Time 3469
Process 769 | Waiting Time 3469 | Burst Time 5 | Arrival Time 30 | Turn Around Time 3474
Process 770 | Waiting Time 3474 | Burst Time 5 | Arrival Time 30 | Turn Around Time 3479
Process 771 | Waiting Time 3479 | Burst Time 4 | Arrival Time 30 | Turn Around Time 3483
Process 772 | Waiting Time 3483 | Burst Time 5 | Arrival Time 30 | Turn Around Time 3488
Process 773 | Waiting Time 3488 | Burst Time 3 | Arrival Time 30 | Turn Around Time 3491
Process 774 | Waiting Time 3491 | Burst Time 3 | Arrival Time 30 | Turn Around Time 3494
Process 775 | Waiting Time 3494 | Burst Time 5 | Arrival Time 30 | Turn Around Time 3499
Process 776 | Waiting Time 3499 | Burst Time 3 | Arrival Time 30 | Turn Around Time 3502
Process 777 | Waiting Time 3502 | Burst Time 5 | Arrival Time 30 | Turn Around Time 3507
Process 778 | Waiting Time 3507 | Burst Time 4 | Arrival Time 30 | Turn Around Time 3511
Process 779 | Waiting Time 3511 | Burst Time 4 | Arrival Time 30 | Turn Around Time 3515
Process 780 | Waiting Time 3515 | Burst Time 4 | Arrival Time 30 | Turn Around Time 3519
Process 781 | Waiting Time 3519 | Burst Time 3 | Arrival Time 30 | Turn Around Time 3522
Process 782 | Waiting Time 3522 | Burst Time 5 | Arrival Time 30 | Turn Around Time 3527
Process 783 | Waiting Time 3527 | Burst Time 6 | Arrival Time 30 | Turn Around Time 3533
Process 784 | Waiting Time 3533 | Burst Time 5 | Arrival Time 30 | Turn Around Time 3538
Process 785 | Waiting Time 3538 | Burst Time 4 | Arrival Time 30 | Turn Around Time 3542
Process 786 | Waiting Time 3542 | Burst Time 5 | Arrival Time 30 | Turn Around Time 3547
Process 787 | Waiting Time 3547 | Burst Time 6 | Arrival Time 30 | Turn Around Time 3553
Process 788 | Waiting Time 3553 | Burst Time 3 | Arrival Time 30 | Turn Around Time 3556
Process 789 | Waiting Time 3556 | Burst Time 5 | Arrival Time 30 | Turn Around Time 3561
Process 790 | Waiting Time 3561 | Burst Time 4 | Arrival Time 30 | Turn Around Time 3565
Process 791 | Waiting Time 3564 | Burst Time 4 | Arrival Time 31 | Turn Around Time 3568
Process 792 | Waiting Time 3568 | Burst Time 3 | Arrival Time 31 | Turn Around Time 3571
Process 793 | Waiting Time 3571 | Burst Time 3 | Arrival Time 31 | Turn Around Time 3574
Process 794 | Waiting Time 3574 | Burst Time 6 | Arrival Time 31 | Turn Around Time 3580
Process 795 | Waiting Time 3580 | Burst Time 4 | Arrival Time 31 | Turn Around Time 3584
Process 796 | Waiting Time 3584 | Burst Time 4 | Arrival Time 31 | Turn Around Time 3588
Process 797 | Waiting Time 3588 | Burst Time 5 | Arrival Time 31 | Turn Around Time 3593
Process 798 | Waiting Time 3593 | Burst Time 4 | Arrival Time 31 | Turn Around Time 3597
Process 799 | Waiting Time 3597 | Burst Time 6 | Arrival Time 31 | Turn Around Time 3603
Process 800 | Waiting Time 3603 | Burst Time 4 | Arrival Time 31 | Turn Around Time 3607
Process 801 | Waiting Time 3607 | Burst Time 2 | Arrival Time 31 | Turn Around Time 3609
Process 802 | Waiting Time 3609 | Burst Time 7 | Arrival Time 31 | Turn Around Time 3616
Process 803 | Waiting Time 3616 | Burst Time 4 | Arrival Time 31 | Turn Around Time 3620
Process 804 | Waiting Time 3620 | Burst Time 5 | Arrival Time 31 | Turn Around Time 3625
Process 805 | Waiting Time 3625 | Burst Time 4 | Arrival Time 31 | Turn Around Time 3629
Process 806 | Waiting Time 3629 | Burst Time 6 | Arrival Time 31 | Turn Around Time 3635
Process 807 | Waiting Time 3635 | Burst Time 6 | Arrival Time 31 | Turn Around Time 3641
Process 808 | Waiting Time 3641 | Burst Time 5 | Arrival Time 31 | Turn Around Time 3646
Process 809 | Waiting Time 3646 | Burst Time 3 | Arrival Time 31 | Turn Around Time 3649
Process 810 | Waiting Time 3649 | Burst Time 4 | Arrival Time 31 | Turn Around Time 3653
Process 811 | Waiting Time 3653 | Burst Time 5 | Arrival Time 31 | Turn Around Time 3658
Process 812 | Waiting Time 3658 | Burst Time 6 | Arrival Time 31 | Turn Around Time 3664
Process 813 | Waiting Time 3664 | Burst Time 4 | Arrival Time 31 | Turn Around Time 3668
Process 814 | Waiting Time 3668 | Burst Time 4 | Arrival Time 31 | Turn Around Time 3672
Process 815 | Waiting Time 3672 | Burst Time 6 | Arrival Time 31 | Turn Around Time 3678
Process 816 | Waiting Time 3678 | Burst Time 2 | Arrival Time 31 | Turn Around Time 3680
Process 817 | Waiting Time 3680 | Burst Time 4 | Arrival Time 31 | Turn Around Time 3684
Process 818 | Waiting Time 3683 | Burst Time 4 | Arrival Time 32 | Turn Around Time 3687
Process 819 | Waiting Time 3687 | Burst Time 5 | Arrival Time 32 | Turn Around Time 3692
Process 820 | Waiting Time 3692 | Burst Time 3 | Arrival Time 32 | Turn Around Time 3695
Process 821 | Waiting Time 3695 | Burst Time 3 | Arrival Time 32 | Turn Around Time 3698
Process 822 | Waiting Time 3698 | Burst Time 4 | Arrival Time 32 | Turn Around Time 3702
Process 823 | Waiting Time 3702 | Burst Time 5 | Arrival Time 32 | Turn Around Time 3707
Process 824 | Waiting Time 3707 | Burst Time 6 | Arrival Time 32 | Turn Around Time 3713
Process 825 | Waiting Time 3713 | Burst Time 5 | Arrival Time 32 | Turn Around Time 3718
Process 826 | Waiting Time 3718 | Burst Time 7 | Arrival Time 32 | Turn Around Time 3725
Process 827 | Waiting Time 3725 | Burst Time 4 | Arrival Time 32 | Turn Around Time 3729
Process 828 | Waiting Time 3729 | Burst Time 5 | Arrival Time 32 | Turn Around Time 3734
Process 829 | Waiting Time 3734 | Burst Time 6 | Arrival Time 32 | Turn Around Time 3740
Process 830 | Waiting Time 3740 | Burst Time 2 | Arrival Time 32 | Turn Around Time 3742
Process 831 | Waiting Time 3742 | Burst Time 5 | Arrival Time 32 | Turn Around Time 3747
Process 832 | Waiting Time 3747 | Burst Time 4 | Arrival Time 32 | Turn Around Time 3751
Process 833 | Waiting Time 3751 | Burst Time 4 | Arrival Time 32 | Turn Around Time 3755
Process 834 | Waiting Time 3755 | Burst Time 4 | Arrival Time 32 | Turn Around Time 3759
Process 835 | Waiting Time 3759 | Burst Time 4 | Arrival Time 32 | Turn Around Time 3763
Process 836 | Waiting Time 3763 | Burst Time 6 | Arrival Time 32 | Turn Around Time 3769
Process 837 | Waiting Time 3769 | Burst Time 4 | Arrival Time 32 | Turn Around Time 3773
Process 838 | Waiting Time 3772 | Burst Time 3 | Arrival Time 33 | Turn Around Time 3775
Process 839 | Waiting Time 3775 | Burst Time 4 | Arrival Time 33 | Turn Around Time 3779
Process 840 | Waiting Time 3779 | Burst Time 7 | Arrival Time 33 | Turn Around Time 3786
Process 841 | Waiting Time 3786 | Burst Time 5 | Arrival Time 33 | Turn Around Time 3791
Process 842 | Waiting Time 3791 | Burst Time 3 | Arrival Time 33 | Turn Around Time 3794
Process 843 | Waiting Time 3794 | Burst Time 6 | Arrival Time 33 | Turn Around Time 3800
Process 844 | Waiting Time 3800 | Burst Time 4 | Arrival Time 33 | Turn Around Time 3804
Process 845 | Waiting Time 3804 | Burst Time 3 | Arrival Time 33 | Turn Around Time 3807
Process 846 | Waiting Time 3807 | Burst Time 5 | Arrival Time 33 | Turn Around Time 3812
Process 847 | Waiting Time 3812 | Burst Time 5 | Arrival Time 33 | Turn Around Time 3817
Process 848 | Waiting Time 3817 | Burst Time 5 | Arrival Time 33 | Turn Around Time 3822
Process 849 | Waiting Time 3822 | Burst Time 5 | Arrival Time 33 | Turn Around Time 3827
Process 850 | Waiting Time 3826 | Burst Time 5 | Arrival Time 34 | Turn Around Time 3831
Process 851 | Waiting Time 3831 | Burst Time 4 | Arrival Time 34 | Turn Around Time 3835
Process 852 | Waiting Time 3835 | Burst Time 6 | Arrival Time 34 | Turn Around Time 3841
Process 853 | Waiting Time 3841 | Burst Time 5 | Arrival Time 34 | Turn Around Time 3846
Process 854 | Waiting Time 3846 | Burst Time 6 | Arrival Time 34 | Turn Around Time 3852
Process 855 | Waiting Time 3852 | Burst Time 5 | Arrival Time 34 | Turn Around Time 3857
Process 856 | Waiting Time 3857 | Burst Time 3 | Arrival Time 34 | Turn Around Time 3860
Process 857 | Waiting Time 3860 | Burst Time 2 | Arrival Time 34 | Turn Around Time 3862
Process 858 | Waiting Time 3862 | Burst Time 2 | Arrival Time 34 | Turn Around Time 3864
Process 859 | Waiting Time 3864 | Burst Time 4 | Arrival Time 34 | Turn Around Time 3868
Process 860 | Waiting Time 3868 | Burst Time 4 | Arrival Time 34 | Turn Around Time 3872
Process 861 | Waiting Time 3872 | Burst Time 5 | Arrival Time 34 | Turn Around Time 3877
Process 862 | Waiting Time 3876 | Burst Time 5 | Arrival Time 35 | Turn Around Time 3881
Process 863 | Waiting Time 3881 | Burst Time 5 | Arrival Time 35 | Turn Around Time 3886
Process 864 | Waiting Time 3886 | Burst Time 4 | Arrival Time 35 | Turn Around Time 3890
Process 865 | Waiting Time 3890 | Burst Time 5 | Arrival Time 35 | Turn Around Time 3895
Process 866 | Waiting Time 3895 | Burst Time 3 | Arrival Time 35 | Turn Around Time 3898
Process 867 | Waiting Time 3898 | Burst Time 4 | Arrival Time 35 | Turn Around Time 3902
Process 868 | Waiting Time 3902 | Burst Time 4 | Arrival Time 35 | Turn Around Time 3906
Process 869 | Waiting Time 3906 | Burst Time 4 | Arrival Time 35 | Turn Around Time 3910
Process 870 | Waiting Time 3910 | Burst Time 4 | Arrival Time 35 | Turn Around Time 3914
Process 871 | Waiting Time 3914 | Burst Time 4 | Arrival Time 35 | Turn Around Time 3918
Process 872 | Waiting Time 3918 | Burst Time 5 | Arrival Time 35 | Turn Around Time 3923
Process 873 | Waiting Time 3923 | Burst Time 5 | Arrival Time 35 | Turn Around Time 3928
Process 874 | Waiting Time 3928 | Burst Time 4 | Arrival Time 35 | Turn Around Time 3932
Process 875 | Waiting Time 3932 | Burst Time 6 | Arrival Time 35 | Turn Around Time 3938
Process 876 | Waiting Time 3937 | Burst Time 3 | Arrival Time 36 | Turn Around Time 3940
Process 877 | Waiting Time 3940 | Burst Time 4 | Arrival Time 36 | Turn Around Time 3944
Process 878 | Waiting Time 3944 | Burst Time 4 | Arrival Time 36 | Turn Around Time 3948
Process 879 | Waiting Time 3948 | Burst Time 4 | Arrival Time 36 | Turn Around Time 3952
Process 880 | Waiting Time 3952 | Burst Time 6 | Arrival Time 36 | Turn Around Time 3958
Process 881 | Waiting Time 3958 | Burst Time 4 | Arrival Time 36 | Turn Around Time 3962
Process 882 | Waiting Time 3962 | Burst Time 6 | Arrival Time 36 | Turn Around Time 3968
Process 883 | Waiting Time 3968 | Burst Time 5 | Arrival Time 36 | Turn Around Time 3973
Process 884 | Waiting Time 3973 | Burst Time 3 | Arrival Time 36 | Turn Around Time 3976
Process 885 | Waiting Time 3976 | Burst Time 4 | Arrival Time 36 | Turn Around Time 3980
Process 886 | Waiting Time 3980 | Burst Time 5 | Arrival Time 36 | Turn Around Time 3985
Process 887 | Waiting Time 3985 | Burst Time 5 | Arrival Time 36 | Turn Around Time 3990
Process 888 | Waiting Time 3990 | Burst Time 3 | Arrival Time 36 | Turn Around Time 3993
Process 889 | Waiting Time 3993 | Burst Time 5 | Arrival Time 36 | Turn Around Time 3998
Process 890 | Waiting Time 3997 | Burst Time 4 | Arrival Time 37 | Turn Around Time 4001
Process 891 | Waiting Time 4001 | Burst Time 4 | Arrival Time 37 | Turn Around Time 4005
