# seed=(1, 2) mean=(250, 20) standard_deviation=(50, 15) number_of_processes=1000
------------------------------------------------------------
Average waiting time : 125497.092
Average turn around time : 125748.558
------------------------------------------------------------
Process 0 | Waiting Time 0 | Burst Time 359 | Arrival Time 81 | Turn Around Time 359
Process 588 | Waiting Time 147742 | Burst Time 240 | Arrival Time 16 | Turn Around Time 147982
Process 589 | Waiting Time 147982 | Burst Time 299 | Arrival Time 16 | Turn Around Time 148281
Process 590 | Waiting Time 148281 | Burst Time 275 | Arrival Time 16 | Turn Around Time 148556
Process 591 | Waiting Time 148556 | Burst Time 331 | Arrival Time 16 | Turn Around Time 148887
Process 592 | Waiting Time 148887 | Burst Time 306 | Arrival Time 16 | Turn Around Time 149193
Process 593 | Waiting Time 149193 | Burst Time 249 | Arrival Time 16 | Turn Around Time 149442
Process 594 | Waiting Time 149442 | Burst Time 201 | Arrival Time 16 | Turn Around Time 149643
Process 595 | Waiting Time 149643 | Burst Time 246 | Arrival Time 16 | Turn Around Time 149889
Process 596 | Waiting Time 149890 | Burst Time 215 | Arrival Time 15 | Turn Around Time 150105
Process 597 | Waiting Time 150105 | Burst Time 240 | Arrival Time 15 | Turn Around Time 150345
Process 598 | Waiting Time 150345 | Burst Time 284 | Arrival Time 15 | Turn Around Time 150629
Process 599 | Waiting Time 150629 | Burst Time 195 | Arrival Time 15 | Turn Around Time 150824
Process 600 | Waiting Time 150824 | Burst Time 181 | Arrival Time 15 | Turn Around Time 151005
Process 601 | Waiting Time 151005 | Burst Time 267 | Arrival Time 15 | Turn Around Time 151272
Process 602 | Waiting Time 151272 | Burst Time 313 | Arrival Time 15 | Turn Around Time 151585
Process 603 | Waiting Time 151585 | Burst Time 244 | Arrival Time 15 | Turn Around Time 151829
Process 604 | Waiting Time 151829 | Burst Time 235 | Arrival Time 15 | Turn Around Time 152064
Process 605 | Waiting Time 152064 | Burst Time 302 | Arrival Time 15 | Turn Around Time 152366
Process 606 | Waiting Time 152366 | Burst Time 305 | Arrival Time 15 | Turn Around Time 152671
Process 607 | Waiting Time 152671 | Burst Time 330 | Arrival Time 15 | Turn Around Time 153001
Process 608 | Waiting Time 153001 | Burst Time 180 | Arrival Time 15 | Turn Around Time 153181
Process 609 | Waiting Time 153181 | Burst Time 232 | Arrival Time 15 | Turn Around Time 153413
Process 610 | Waiting Time 153413 | Burst Time 268 | Arrival Time 15 | Turn Around Time 153681
Process 611 | Waiting Time 153681 | Burst Time 241 | Arrival Time 15 | Turn Around Time 153922
Process 612 | Waiting Time 153922 | Burst Time 212 | Arrival Time 15 | Turn Around Time 154134
Process 613 | Waiting Time 154134 | Burst Time 250 | Arrival Time 15 | Turn Around Time 154384
Process 614 | Waiting Time 154384 | Burst Time 269 | Arrival Time 15 | Turn Around Time 154653
Process 615 | Waiting Time 154653 | Burst Time 176 | Arrival Time 15 | Turn Around Time 154829
Process 616 | Waiting Time 154829 | Burst Time 220 | Arrival Time 15 | Turn Around Time 155049
Process 617 | Waiting Time 155049 | Burst Time 275 | Arrival Time 15 | Turn Around Time 155324
Process 618 | Waiting Time 155324 | Burst Time 295 | Arrival Time 15 | Turn Around Time 155619
Process 619 | Waiting Time 155619 | Burst Time 242 | Arrival Time 15 | Turn Around Time 155861
Process 620 | Waiting Time 155861 | Burst Time 243 | Arrival Time 15 | Turn Around Time 156104
Process 621 | Waiting Time 156104 | Burst Time 215 | Arrival Time 15 | Turn Around Time 156319
Process 622 | Waiting Time 156319 | Burst Time 290 | Arrival Time 15 | Turn Around Time 156609
Process 623 | Waiting Time 156609 | Burst Time 243 | Arrival Time 15 | Turn Around Time 156852
Process 624 | Waiting Time 156852 | Burst Time 308 | Arrival Time 15 | Turn Around Time 157160
Process 625 | Waiting Time 157160 | Burst Time 249 | Arrival Time 15 | Turn Around Time 157409
Process 626 | Waiting Time 157409 | Burst Time 269 | Arrival Time 15 | Turn Around Time 157678
Process 627 | Waiting Time 157679 | Burst Time 295 | Arrival Time 14 | Turn Around Time 157974
Process 628 | Waiting Time 157974 | Burst Time 218 | Arrival Time 14 | Turn Around Time 158192
Process 629 | Waiting Time 158192 | Burst Time 232 | Arrival Time 14 | Turn Around Time 158424
Process 630 | Waiting Time 158424 | Burst Time 192 | Arrival Time 14 | Turn Around Time 158616
Process 631 | Waiting Time 158616 | Burst Time 258 | Arrival Time 14 | Turn Around Time 158874
Process 632 | Waiting Time 158874 | Burst Time 252 | Arrival Time 14 | Turn Around Time 159126
Process 633 | Waiting Time 159126 | Burst Time 262 | Arrival Time 14 | Turn Around Time 159388
Process 634 | Waiting Time 159388 | Burst Time 184 | Arrival Time 14 | Turn Around Time 159572
Process 635 | Waiting Time 159572 | Burst Time 206 | Arrival Time 14 | Turn Around Time 159778
Process 636 | Waiting Time 159778 | Burst Time 319 | Arrival Time 14 | Turn Around Time 160097
Process 637 | Waiting Time 160097 | Burst Time 279 | Arrival Time 14 | Turn Around Time 160376
Process 638 | Waiting Time 160376 | Burst Time 243 | Arrival Time 14 | Turn Around Time 160619
Process 639 | Waiting Time 160619 | Burst Time 219 | Arrival Time 14 | Turn Around Time 160838
Process 640 | Waiting Time 160838 | Burst Time 230 | Arrival Time 14 | Turn Around Time 161068
Process 641 | Waiting Time 161068 | Burst Time 219 | Arrival Time 14 | Turn Around Time 161287
Process 642 | Waiting Time 161287 | Burst Time 235 | Arrival Time 14 | Turn Around Time 161522
Process 643 | Waiting Time 161522 | Burst Time 259 | Arrival Time 14 | Turn Around Time 161781
Process 644 | Waiting Time 161781 | Burst Time 220 | Arrival Time 14 | Turn Around Time 162001
Process 645 | Waiting Time 162001 | Burst Time 197 | Arrival Time 14 | Turn Around Time 162198
Process 646 | Waiting Time 162198 | Burst Time 231 | Arrival Time 14 | Turn Around Time 162429
Process 647 | Waiting Time 162429 | Burst Time 300 | Arrival Time 14 | Turn Around Time 162729
Process 648 | Waiting Time 162729 | Burst Time 297 | Arrival Time 14 | Turn Around Time 163026
Process 649 | Waiting Time 163026 | Burst Time 262 | Arrival Time 14 | Turn Around Time 163288
Process 650 | Waiting Time 163288 | Burst Time 371 | Arrival Time 14 | Turn Around Time 163659
Process 651 | Waiting Time 163659 | Burst Time 231 | Arrival Time 14 | Turn Around Time 163890
Process 652 | Waiting Time 163890 | Burst Time 271 | Arrival Time 14 | Turn Around Time 164161
Process 653 | Waiting Time 164161 | Burst Time 228 | Arrival Time 14 | Turn Around Time 164389
Process 654 | Waiting Time 164390 | Burst Time 331 | Arrival Time 13 | Turn Around Time 164721
Process 655 | Waiting Time 164721 | Burst Time 212 | Arrival Time 13 | Turn Around Time 164933
Process 656 | Waiting Time 164933 | Burst Time 259 | Arrival Time 13 | Turn Around Time 165192
Process 657 | Waiting Time 165192 | Burst Time 256 | Arrival Time 13 | Turn Around Time 165448
Process 658 | Waiting Time 165448 | Burst Time 280 | Arrival Time 13 | Turn Around Time 165728
Process 659 | Waiting Time 165728 | Burst Time 193 | Arrival Time 13 | Turn Around Time 165921
Process 660 | Waiting Time 165921 | Burst Time 275 | Arrival Time 13 | Turn Around Time 166196
Process 661 | Waiting Time 166196 | Burst Time 291 | Arrival Time 13 | Turn Around Time 166487
Process 662 | Waiting Time 166487 | Burst Time 188 | Arrival Time 13 | Turn Around Time 166675
Process 663 | Waiting Time 166675 | Burst Time 229 | Arrival Time 13 | Turn Around Time 166904
Process 664 | Waiting Time 166904 | Burst Time 210 | Arrival Time 13 | Turn Around Time 167114
Process 665 | Waiting Time 167114 | Burst Time 311 | Arrival Time 13 | Turn Around Time 167425
Process 666 | Waiting Time 167425 | Burst Time 352 | Arrival Time 13 | Turn Around Time 167777
Process 667 | Waiting Time 167777 | Burst Time 179 | Arrival Time 13 | Turn Around Time 167956
Process 668 | Waiting Time 167956 | Burst Time 335 | Arrival Time 13 | Turn Around Time 168291
Process 669 | Waiting Time 168291 | Burst Time 218 | Arrival Time 13 | Turn Around Time 168509
Process 670 | Waiting Time 168509 | Burst Time 248 | Arrival Time 13 | Turn Around Time 168757
Process 671 | Waiting Time 168757 | Burst Time 322 | Arrival Time 13 | Turn Around Time 169079
Process 672 | Waiting Time 169079 | Burst Time 220 | Arrival Time 13 | Turn Around Time 169299
Process 673 | Waiting Time 169299 | Burst Time 276 | Arrival Time 13 | Turn Around Time 169575
Process 674 | Waiting Time 169575 | Burst Time 274 | Arrival Time 13 | Turn Around Time 169849
Process 675 | Waiting Time 169849 | Burst Time 295 | Arrival Time 13 | Turn Around Time 170144
Process 676 | Waiting Time 170144 | Burst Time 269 | Arrival Time 13 | Turn Around Time 170413
Process 677 | Waiting Time 170413 | Burst Time 227 | Arrival Time 13 | Turn Around Time 170640
Process 678 | Waiting Time 170640 | Burst Time 265 | Arrival Time 13 | Turn Around Time 170905
Process 679 | Waiting Time 170905 | Burst Time 240 | Arrival Time 13 | Turn Around Time 171145
Process 680 | Waiting Time 171145 | Burst Time 185 | Arrival Time 13 | Turn Around Time 171330
Process 681 | Waiting Time 171330 | Burst Time 238 | Arrival Time 13 | Turn Around Time 171568
Process 682 | Waiting Time 171569 | Burst Time 223 | Arrival Time 12 | Turn Around Time 171792
Process 683 | Waiting Time 171792 | Burst Time 184 | Arrival Time 12 | Turn Around Time 171976
Process 684 | Waiting Time 171976 | Burst Time 219 | Arrival Time 12 | Turn Around Time 172195
Process 685 | Waiting Time 172195 | Burst Time 262 | Arrival Time 12 | Turn Around Time 172457
Process 686 | Waiting Time 172457 | Burst Time 256 | Arrival Time 12 | Turn Around Time 172713
Process 687 | Waiting Time 172713 | Burst Time 289 | Arrival Time 12 | Turn Around Time 173002
Process 688 | Waiting Time 173002 | Burst Time 305 | Arrival Time 12 | Turn Around Time 173307
Process 689 | Waiting Time 173307 | Burst Time 305 | Arrival Time 12 | Turn Around Time 173612
Process 690 | Waiting Time 173612 | Burst Time 305 | Arrival Time 12 | Turn Around Time 173917
Process 691 | Waiting Time 173917 | Burst Time 212 | Arrival Time 12 | Turn Around Time 174129
Process 692 | Waiting Time 174129 | Burst Time 283 | Arrival Time 12 | Turn Around Time 174412
Process 693 | Waiting Time 174412 | Burst Time 269 | Arrival Time 12 | Turn Around Time 174681
Process 694 | Waiting Time 174681 | Burst Time 241 | Arrival Time 12 | Turn Around Time 174922
Process 695 | Waiting Time 174922 | Burst Time 195 | Arrival Time 12 | Turn Around Time 175117
Process 696 | Waiting Time 175117 | Burst Time 205 | Arrival Time 12 | Turn Around Time 175322
Process 697 | Waiting Time 175322 | Burst Time 203 | Arrival Time 12 | Turn Around Time 175525
Process 698 | Waiting Time 175525 | Burst Time 216 | Arrival Time 12 | Turn Around Time 175741
Process 699 | Waiting Time 175741 | Burst Time 310 | Arrival Time 12 | Turn Around Time 176051
Process 700 | Waiting Time 176051 | Burst Time 176 | Arrival Time 12 | Turn Around Time 176227
Process 701 | Waiting Time 176227 | Burst Time 300 | Arrival Time 12 | Turn Around Time 176527
Process 702 | Waiting Time 176527 | Burst Time 303 | Arrival Time 12 | Turn Around Time 176830
Process 703 | Waiting Time 176830 | Burst Time 280 | Arrival Time 12 | Turn Around Time 177110
Process 704 | Waiting Time 177110 | Burst Time 248 | Arrival Time 12 | Turn Around Time 177358
Process 705 | Waiting Time 177358 | Burst Time 217 | Arrival Time 12 | Turn Around Time 177575
Process 706 | Waiting Time 177575 | Burst Time 240 | Arrival Time 12 | Turn Around Time 177815
Process 707 | Waiting Time 177815 | Burst Time 229 | Arrival Time 12 | Turn Around Time 178044
Process 708 | Waiting Time 178045 | Burst Time 195 | Arrival Time 11 | Turn Around Time 178240
Process 709 | Waiting Time 178240 | Burst Time 251 | Arrival Time 11 | Turn Around Time 178491
Process 710 | Waiting Time 178491 | Burst Time 265 | Arrival Time 11 | Turn Around Time 178756
Process 711 | Waiting Time 178756 | Burst Time 207 | Arrival Time 11 | Turn Around Time 178963
Process 712 | Waiting Time 178963 | Burst Time 287 | Arrival Time 11 | Turn Around Time 179250
Process 713 | Waiting Time 179250 | Burst Time 359 | Arrival Time 11 | Turn Around Time 179609
Process 714 | Waiting Time 179609 | Burst Time 284 | Arrival Time 11 | Turn Around Time 179893
Process 715 | Waiting Time 179893 | Burst Time 281 | Arrival Time 11 | Turn Around Time 180174
Process 716 | Waiting Time 180174 | Burst Time 245 | Arrival Time 11 | Turn Around Time 180419
Process 717 | Waiting Time 180419 | Burst Time 267 | Arrival Time 11 | Turn Around Time 180686
Process 718 | Waiting Time 180686 | Burst Time 254 | Arrival Time 11 | Turn Around Time 180940
Process 719 | Waiting Time 180940 | Burst Time 226 | Arrival Time 11 | Turn Around Time 181166
Process 720 | Waiting Time 181166 | Burst Time 233 | Arrival Time 11 | Turn Around Time 181399
Process 721 | Waiting Time 181399 | Burst Time 269 | Arrival Time 11 | Turn Around Time 181668
Process 722 | Waiting Time 181668 | Burst Time 244 | Arrival Time 11 | Turn Around Time 181912
Process 723 | Waiting Time 181912 | Burst Time 320 | Arrival Time 11 | Turn Around Time 182232
Process 724 | Waiting Time 182232 | Burst Time 237 | Arrival Time 11 | Turn Around Time 182469
Process 725 | Waiting Time 182469 | Burst Time 242 | Arrival Time 11 | Turn Around Time 182711
Process 726 | Waiting Time 182711 | Burst Time 277 | Arrival Time 11 | Turn Around Time 182988
Process 727 | Waiting Time 182988 | Burst Time 246 | Arrival Time 11 | Turn Around Time 183234
Process 728 | Waiting Time 183234 | Burst Time 299 | Arrival Time 11 | Turn Around Time 183533
Process 729 | Waiting Time 183533 | Burst Time 281 | Arrival Time 11 | Turn Around Time 183814
Process 730 | Waiting Time 183814 | Burst Time 225 | Arrival Time 11 | Turn Around Time 184039
Process 731 | Waiting Time 184039 | Burst Time 226 | Arrival Time 11 | Turn Around Time 184265
Process 732 | Waiting Time 184265 | Burst Time 224 | Arrival Time 11 | Turn Around Time 184489
Process 733 | Waiting Time 184489 | Burst Time 266 | Arrival Time 11 | Turn Around Time 184755
Process 734 | Waiting Time 184755 | Burst Time 271 | Arrival Time 11 | Turn Around Time 185026
Process 735 | Waiting Time 185027 | Burst Time 243 | Arrival Time 10 | Turn Around Time 185270
Process 736 | Waiting Time 185270 | Burst Time 291 | Arrival Time 10 | Turn Around Time 185561
Process 737 | Waiting Time 185561 | Burst Time 274 | Arrival Time 10 | Turn Around Time 185835
Process 738 | Waiting Time 185835 | Burst Time 177 | Arrival Time 10 | Turn Around Time 186012
Process 739 | Waiting Time 186012 | Burst Time 288 | Arrival Time 10 | Turn Around Time 186300
Process 740 | Waiting Time 186300 | Burst Time 339 | Arrival Time 10 | Turn Around Time 186639
Process 741 | Waiting Time 186639 | Burst Time 234 | Arrival Time 10 | Turn Around Time 186873
Process 742 | Waiting Time 186873 | Burst Time 280 | Arrival Time 10 | Turn Around Time 187153
Process 743 | Waiting Time 187153 | Burst Time 294 | Arrival Time 10 | Turn Around Time 187447
Process 744 | Waiting Time 187447 | Burst Time 206 | Arrival Time 10 | Turn Around Time 187653
Process 745 | Waiting Time 187653 | Burst Time 254 | Arrival Time 10 | Turn Around Time 187907
Process 746 | Waiting Time 187907 | Burst Time 220 | Arrival Time 10 | Turn Around Time 188127
Process 747 | Waiting Time 188127 | Burst Time 238 | Arrival Time 10 | Turn Around Time 188365
Process 748 | Waiting Time 188365 | Burst Time 300 | Arrival Time 10 | Turn Around Time 188665
Process 749 | Waiting Time 188665 | Burst Time 208 | Arrival Time 10 | Turn Around Time 188873
Process 750 | Waiting Time 188873 | Burst Time 232 | Arrival Time 10 | Turn Around Time 189105
Process 751 | Waiting Time 189105 | Burst Time 277 | Arrival Time 10 | Turn Around Time 189382
Process 752 | Waiting Time 189382 | Burst Time 259 | Arrival Time 10 | Turn Around Time 189641
Process 753 | Waiting Time 189641 | Burst Time 305 | Arrival Time 10 | Turn Around Time 189946
Process 754 | Waiting Time 189946 | Burst Time 285 | Arrival Time 10 | Turn Around Time 190231
Process 755 | Waiting Time 190231 | Burst Time 219 | Arrival Time 10 | Turn Around Time 190450
Process 756 | Waiting Time 190450 | Burst Time 232 | Arrival Time 10 | Turn Around Time 190682
Process 757 | Waiting Time 190682 | Burst Time 238 | Arrival Time 10 | Turn Around Time 190920
Process 758 | Waiting Time 190920 | Burst Time 168 | Arrival Time 10 | Turn Around Time 191088
Process 759 | Waiting Time 191088 | Burst Time 158 | Arrival Time 10 | Turn Around Time 191246
Process 760 | Waiting Time 191246 | Burst Time 227 | Arrival Time 10 | Turn Around Time 191473
Process 761 | Waiting Time 191473 | Burst Time 249 | Arrival Time 10 | Turn Around Time 191722
Process 762 | Waiting Time 191722 | Burst Time 248 | Arrival Time 10 | Turn Around Time 191970
Process 763 | Waiting Time 191970 | Burst Time 239 | Arrival Time 10 | Turn Around Time 192209
Process 764 | Waiting Time 192209 | Burst Time 326 | Arrival Time 10 | Turn Around Time 192535
Process 765 | Waiting Time 192535 | Burst Time 194 | Arrival Time 10 | Turn Around Time 192729
Process 766 | Waiting Time 192729 | Burst Time 239 | Arrival Time 10 | Turn Around Time 192968
Process 767 | Waiting Time 192968 | Burst Time 272 | Arrival Time 10 | Turn Around Time 193240
Process 768 | Waiting Time 193240 | Burst Time 208 | Arrival Time 10 | Turn Around Time 193448
Process 769 | Waiting Time 193449 | Burst Time 306 | Arrival Time 9 | Turn Around Time 193755
Process 770 | Waiting Time 193755 | Burst Time 236 | Arrival Time 9 | Turn Around Time 193991
Process 771 | Waiting Time 193991 | Burst Time 248 | Arrival Time 9 | Turn Around Time 194239
Process 772 | Waiting Time 194239 | Burst Time 295 | Arrival Time 9 | Turn Around Time 194534
Process 773 | Waiting Time 194534 | Burst Time 305 | Arrival Time 9 | Turn Around Time 194839
Process 774 | Waiting Time 194839 | Burst Time 188 | Arrival Time 9 | Turn Around Time 195027
Process 775 | Waiting Time 195027 | Burst Time 327 | Arrival Time 9 | Turn Around Time 195354
Process 776 | Waiting Time 195354 | Burst Time 247 | Arrival Time 9 | Turn Around Time 195601
Process 777 | Waiting Time 195601 | Burst Time 205 | Arrival Time 9 | Turn Around Time 195806
Process 778 | Waiting Time 195806 | Burst Time 247 | Arrival Time 9 | Turn Around Time 196053
Process 779 | Waiting Time 196053 | Burst Time 246 | Arrival Time 9 | Turn Around Time 196299
Process 780 | Waiting Time 196299 | Burst Time 297 | Arrival Time 9 | Turn Around Time 196596
Process 781 | Waiting Time 196596 | Burst Time 261 | Arrival Time 9 | Turn Around Time 196857
Process 782 | Waiting Time 196857 | Burst Time 176 | Arrival Time 9 | Turn Around Time 197033
Process 783 | Waiting Time 197033 | Burst Time 280 | Arrival Time 9 | Turn Around Time 197313
Process 784 | Waiting Time 197313 | Burst Time 227 | Arrival Time 9 | Turn Around Time 197540
Process 785 | Waiting Time 197540 | Burst Time 206 | Arrival Time 9 | Turn Around Time 197746
Process 786 | Waiting Time 197746 | Burst Time 171 | Arrival Time 9 | Turn Around Time 197917
Process 787 | Waiting Time 197917 | Burst Time 269 | Arrival Time 9 | Turn Around Time 198186
Process 788 | Waiting Time 198187 | Burst Time 252 | Arrival Time 8 | Turn Around Time 198439
Process 789 | Waiting Time 198439 | Burst Time 212 | Arrival Time 8 | Turn Around Time 198651
Process 790 | Waiting Time 198651 | Burst Time 250 | Arrival Time 8 | Turn Around Time 198901
Process 791 | Waiting Time 198901 | Burst Time 208 | Arrival Time 8 | Turn Around Time 199109
Process 792 | Waiting Time 199109 | Burst Time 152 | Arrival Time 8 | Turn Around Time 199261
Process 793 | Waiting Time 199261 | Burst Time 309 | Arrival Time 8 | Turn Around Time 199570
Process 794 | Waiting Time 199570 | Burst Time 244 | Arrival Time 8 | Turn Around Time 199814
Process 795 | Waiting Time 199814 | Burst Time 277 | Arrival Time 8 | Turn Around Time 200091
Process 796 | Waiting Time 200091 | Burst Time 300 | Arrival Time 8 | Turn Around Time 200391
Process 797 | Waiting Time 200391 | Burst Time 282 | Arrival Time 8 | Turn Around Time 200673
Process 798 | Waiting Time 200673 | Burst Time 257 | Arrival Time 8 | Turn Around Time 200930
Process 799 | Waiting Time 200930 | Burst Time 134 | Arrival Time 8 | Turn Around Time 201064
Process 800 | Waiting Time 201064 | Burst Time 250 | Arrival Time 8 | Turn Around Time 201314
Process 801 | Waiting Time 201314 | Burst Time 255 | Arrival Time 8 | Turn Around Time 201569
Process 802 | Waiting Time 201569 | Burst Time 301 | Arrival Time 8 | Turn Around Time 201870
Process 803 | Waiting Time 201870 | Burst Time 200 | Arrival Time 8 | Turn Around Time 202070
Process 804 | Waiting Time 202070 | Burst Time 340 | Arrival Time 8 | Turn Around Time 202410
Process 805 | Waiting Time 202410 | Burst Time 182 | Arrival Time 8 | Turn Around Time 202592
Process 806 | Waiting Time 202593 | Burst Time 134 | Arrival Time 7 | Turn Around Time 202727
Process 807 | Waiting Time 202727 | Burst Time 261 | Arrival Time 7 | Turn Around Time 202988
Process 808 | Waiting Time 202988 | Burst Time 256 | Arrival Time 7 | Turn Around Time 203244
Process 809 | Waiting Time 203244 | Burst Time 294 | Arrival Time 7 | Turn Around Time 203538
Process 810 | Waiting Time 203538 | Burst Time 233 | Arrival Time 7 | Turn Around Time 203771
Process 811 | Waiting Time 203771 | Burst Time 256 | Arrival Time 7 | Turn Around Time 204027
Process 812 | Waiting Time 204027 | Burst Time 255 | Arrival Time 7 | Turn Around Time 204282
Process 813 | Waiting Time 204282 | Burst Time 289 | Arrival Time 7 | Turn Around Time 204571
Process 814 | Waiting Time 204571 | Burst Time 231 | Arrival Time 7 | Turn Around Time 204802
Process 815 | Waiting Time 204802 | Burst Time 401 | Arrival Time 7 | Turn Around Time 205203
Process 816 | Waiting Time 205203 | Burst Time 306 | Arrival Time 7 | Turn Around Time 205509
Process 817 | Waiting Time 205509 | Burst Time 142 | Arrival Time 7 | Turn Around Time 205651
Process 818 | Waiting Time 205651 | Burst Time 288 | Arrival Time 7 | Turn Around Time 205939
Process 819 | Waiting Time 205939 | Burst Time 259 | Arrival Time 7 | Turn Around Time 206198
Process 820 | Waiting Time 206198 | Burst Time 192 | Arrival Time 7 | Turn Around Time 206390
Process 821 | Waiting Time 206390 | Burst Time 300 | Arrival Time 7 | Turn Around Time 206690
Process 822 | Waiting Time 206690 | Burst Time 268 | Arrival Time 7 | Turn Around Time 206958
Process 823 | Waiting Time 206958 | Burst Time 319 | Arrival Time 7 | Turn Around Time 207277
Process 824 | Waiting Time 207277 | Burst Time 226 | Arrival Time 7 | Turn Around Time 207503
Process 825 | Waiting Time 207503 | Burst Time 224 | Arrival Time 7 | Turn Around Time 207727
Process 826 | Waiting Time 207727 | Burst Time 287 | Arrival Time 7 | Turn Around Time 208014
Process 827 | Waiting Time 208014 | Burst Time 233 | Arrival Time 7 | Turn Around Time 208247
Process 828 | Waiting Time 208248 | Burst Time 293 | Arrival Time 6 | Turn Around Time 208541
Process 829 | Waiting Time 208541 | Burst Time 237 | Arrival Time 6 | Turn Around Time 208778
Process 830 | Waiting Time 208778 | Burst Time 194 | Arrival Time 6 | Turn Around Time 208972
Process 831 | Waiting Time 208972 | Burst Time 271 | Arrival Time 6 | Turn Around Time 209243
Process 832 | Waiting Time 209243 | Burst Time 292 | Arrival Time 6 | Turn Around Time 209535
Process 833 | Waiting Time 209535 | Burst Time 169 | Arrival Time 6 | Turn Around Time 209704
Process 834 | Waiting Time 209704 | Burst Time 293 | Arrival Time 6 | Turn Around Time 209997
Process 835 | Waiting Time 209997 | Burst Time 238 | Arrival Time 6 | Turn Around Time 210235
Process 836 | Waiting Time 210235 | Burst Time 184 | Arrival Time 6 | Turn Around Time 210419
Process 837 | Waiting Time 210419 | Burst Time 229 | Arrival Time 6 | Turn Around Time 210648
Process 838 | Waiting Time 210648 | Burst Time 284 | Arrival Time 6 | Turn Around Time 210932
Process 839 | Waiting Time 210932 | Burst Time 223 | Arrival Time 6 | Turn Around Time 211155
Process 840 | Waiting Time 211155 | Burst Time 256 | Arrival Time 6 | Turn Around Time 211411
Process 841 | Waiting Time 211411 | Burst Time 268 | Arrival Time 6 | Turn Around Time 211679
Process 842 | Waiting Time 211679 | Burst Time 240 | Arrival Time 6 | Turn Around Time 211919
Process 843 | Waiting Time 211919 | Burst Time 319 | Arrival Time 6 | Turn Around Time 212238
Process 844 | Waiting Time 212238 | Burst Time 194 | Arrival Time 6 | Turn Around Time 212432
Process 845 | Waiting Time 212432 | Burst Time 303 | Arrival Time 6 | Turn Around Time 212735
Process 846 | Waiting Time 212735 | Burst Time 200 | Arrival Time 6 | Turn Around Time 212935
Process 847 | Waiting Time 212935 | Burst Time 251 | Arrival Time 6 | Turn Around Time 213186
Process 848 | Waiting Time 213186 | Burst Time 175 | Arrival Time 6 | Turn Around Time 213361
Process 849 | Waiting Time 213361 | Burst Time 293 | Arrival Time 6 | Turn Around Time 213654
Process 850 | Waiting Time 213654 | Burst Time 305 | Arrival Time 6 | Turn Around Time 213959
Process 851 | Waiting Time 213959 | Burst Time 254 | Arrival Time 6 | Turn Around Time 214213
Process 852 | Waiting Time 214213 | Burst Time 285 | Arrival Time 6 | Turn Around Time 214498
Process 853 | Waiting Time 214498 | Burst Time 240 | Arrival Time 6 | Turn Around Time 214738
Process 854 | Waiting Time 214739 | Burst Time 275 | Arrival Time 5 | Turn Around Time 215014
Process 855 | Waiting Time 215014 | Burst Time 266 | Arrival Time 5 | Turn Around Time 215280
Process 856 | Waiting Time 215280 | Burst Time 166 | Arrival Time 5 | Turn Around Time 215446
Process 857 | Waiting Time 215446 | Burst Time 263 | Arrival Time 5 | Turn Around Time 215709
Process 858 | Waiting Time 215709 | Burst Time 291 | Arrival Time 5 | Turn Around Time 216000
Process 859 | Waiting Time 216000 | Burst Time 247 | Arrival Time 5 | Turn Around Time 216247
Process 860 | Waiting Time 216247 | Burst Time 191 | Arrival Time 5 | Turn Around Time 216438
Process 861 | Waiting Time 216438 | Burst Time 286 | Arrival Time 5 | Turn Around Time 216724
Process 862 | Waiting Time 216724 | Burst Time 194 | Arrival Time 5 | Turn Around Time 216918
Process 863 | Waiting Time 216918 | Burst Time 211 | Arrival Time 5 | Turn Around Time 217129
Process 864 | Waiting Time 217129 | Burst Time 221 | Arrival Time 5 | Turn Around Time 217350
Process 865 | Waiting Time 217350 | Burst Time 209 | Arrival Time 5 | Turn Around Time 217559
Process 866 | Waiting Time 217559 | Burst Time 198 | Arrival Time 5 | Turn Around Time 217757
Process 867 | Waiting Time 217757 | Burst Time 190 | Arrival Time 5 | Turn Around Time 217947
Process 868 | Waiting Time 217947 | Burst Time 345 | Arrival Time 5 | Turn Around Time 218292
Process 869 | Waiting Time 218292 | Burst Time 251 | Arrival Time 5 | Turn Around Time 218543
Process 870 | Waiting Time 218543 | Burst Time 286 | Arrival Time 5 | Turn Around Time 218829
Process 871 | Waiting Time 218829 | Burst Time 275 | Arrival Time 5 | Turn Around Time 219104
Process 872 | Waiting Time 219104 | Burst Time 342 | Arrival Time 5 | Turn Around Time 219446
Process 873 | Waiting Time 219446 | Burst Time 208 | Arrival Time 5 | Turn Around Time 219654
Process 874 | Waiting Time 219654 | Burst Time 164 | Arrival Time 5 | Turn Around Time 219818
Process 875 | Waiting Time 219818 | Burst Time 267 | Arrival Time 5 | Turn Around Time 220085
Process 876 | Waiting Time 220085 | Burst Time 318 | Arrival Time 5 | Turn Around Time 220403
Process 877 | Waiting Time 220403 | Burst Time 238 | Arrival Time 5 | Turn Around Time 220641
Process 878 | Waiting Time 220641 | Burst Time 227 | Arrival Time 5 | Turn Around Time 220868
Process 879 | Waiting Time 220868 | Burst Time 340 | Arrival Time 5 | Turn Around Time 221208
Process 880 | Waiting Time 221209 | Burst Time 265 | Arrival Time 4 | Turn Around Time 221474
Process 881 | Waiting Time 221474 | Burst Time 248 | Arrival Time 4 | Turn Around Time 221722
Process 882 | Waiting Time 221722 | Burst Time 188 | Arrival Time 4 | Turn Around Time 221910
